Date	Sales Rep	Product	Revenue
8/19/2017	Kurtis Osorio	Honda	18507
11/22/2017	Quentin Johns	Toyota	26198
3/9/2017	Louetta Maloney	Toyota	28344
12/16/2017	Kurtis Osorio	Chevy	53374
6/24/2017	Earleen Milam	Ford	41906
1/28/2017	Towanda Pemberton	Chevy	25005
2/5/2017	Adelina Oglesby	Ford	53335
7/16/2017	Rudolf Eason	Chevy	25283
6/21/2017	Adelina Oglesby	Toyota	22500
6/21/2017	Rudolf Eason	Ford	21472
5/30/2017	Earleen Milam	Honda	26917
10/31/2017	Towanda Pemberton	Honda	37559
6/14/2017	Zona Otis	Ford	58703
9/13/2017	Kurtis Osorio	Ford	50702
2/8/2017	Yulanda Mireles	Chevy	27020
11/16/2017	Hyman Irish	Ford	60878
2/10/2017	Julianna Kunz	Ford	50514
3/7/2017	Quentin Johns	Ford	60590
6/6/2017	Cami Goodson	Toyota	23869
4/16/2017	Quentin Johns	Chevy	25590
4/25/2017	Quentin Johns	Toyota	16324
9/22/2017	Earleen Milam	Toyota	32826
5/2/2017	Adelina Oglesby	Toyota	31604
6/2/2017	Ernie Pettigrew	Honda	22458
5/11/2017	Towanda Pemberton	Toyota	17039
8/20/2017	Rudolf Eason	Toyota	19956
7/6/2017	Earleen Milam	Toyota	19212
10/26/2017	Rudolf Eason	Toyota	28899
7/1/2017	Towanda Pemberton	Chevy	25767
3/19/2017	Evelynn Mckee	Toyota	26549
4/13/2017	Ernie Pettigrew	Chevy	27374
6/17/2017	Hyman Irish	Toyota	16505
11/10/2017	Adelina Oglesby	Honda	35462
3/18/2017	Adelina Oglesby	Honda	25311
5/5/2017	Cami Goodson	Ford	43157
3/30/2017	Hyman Irish	Honda	23130
1/5/2017	Kurtis Osorio	Honda	21156
6/21/2017	Earleen Milam	Chevy	26701
9/12/2017	Adelina Oglesby	Ford	24229
4/27/2017	Zona Otis	Chevy	20592
12/1/2017	Evelynn Mckee	Chevy	18583
4/27/2017	Ernie Pettigrew	Chevy	18846
11/16/2017	Ernie Pettigrew	Chevy	43921
10/5/2017	Earleen Milam	Ford	25562
10/26/2017	Rudolf Eason	Chevy	45486
2/8/2017	Yulanda Mireles	Toyota	16140
1/27/2017	Timika Poe	Honda	31054
10/30/2017	Hyman Irish	Chevy	27602
4/19/2017	Evelynn Mckee	Ford	36881
7/19/2017	Cami Goodson	Honda	31046
9/12/2017	Julianna Kunz	Ford	43040
6/23/2017	Towanda Pemberton	Ford	53993
5/1/2017	Adelina Oglesby	Honda	35867
2/12/2017	Adelina Oglesby	Ford	62552
6/9/2017	Quentin Johns	Toyota	18412
2/24/2017	Adelina Oglesby	Toyota	28061
5/30/2017	Adelina Oglesby	Toyota	34170
2/2/2017	Hyman Irish	Chevy	38010
8/24/2017	Julianna Kunz	Chevy	28175
10/3/2017	Rudolf Eason	Chevy	53035
4/3/2017	Evelynn Mckee	Toyota	18908
2/20/2017	Quentin Johns	Toyota	21476
1/30/2017	Towanda Pemberton	Honda	18478
5/2/2017	Julianna Kunz	Ford	27390
12/15/2017	Yulanda Mireles	Chevy	37935
5/7/2017	Towanda Pemberton	Chevy	28432
7/2/2017	Towanda Pemberton	Toyota	28845
6/14/2017	Julianna Kunz	Honda	24868
9/22/2017	Louetta Maloney	Ford	16342
8/14/2017	Timika Poe	Honda	19909
9/2/2017	Kurtis Osorio	Chevy	43448
3/8/2017	Quentin Johns	Honda	17419
2/7/2017	Rudolf Eason	Toyota	27561
11/25/2017	Evelynn Mckee	Toyota	31569
4/22/2017	Quentin Johns	Honda	14263
6/16/2017	Rudolf Eason	Chevy	24797
1/2/2017	Timika Poe	Ford	26238
11/16/2017	Louetta Maloney	Honda	27050
4/13/2017	Kurtis Osorio	Toyota	20607
11/27/2017	Evelynn Mckee	Chevy	26021
11/17/2017	Cami Goodson	Chevy	51778
10/24/2017	Quentin Johns	Honda	16939
12/4/2017	Yulanda Mireles	Ford	46422
6/29/2017	Rudolf Eason	Ford	48093
12/13/2017	Towanda Pemberton	Ford	60066
8/17/2017	Evelynn Mckee	Ford	21741
5/31/2017	Ernie Pettigrew	Ford	38178
9/19/2017	Louetta Maloney	Ford	46679
8/18/2017	Adelina Oglesby	Chevy	29219
8/16/2017	Rudolf Eason	Chevy	28194
1/15/2017	Timika Poe	Ford	39993
5/2/2017	Yulanda Mireles	Ford	41268
12/16/2017	Julianna Kunz	Honda	17349
3/30/2017	Earleen Milam	Chevy	50610
3/24/2017	Zona Otis	Chevy	21134
6/12/2017	Zona Otis	Chevy	27435
6/21/2017	Ernie Pettigrew	Ford	16687
6/27/2017	Louetta Maloney	Honda	36896
9/4/2017	Evelynn Mckee	Ford	34971
8/16/2017	Towanda Pemberton	Honda	35898
12/21/2017	Quentin Johns	Chevy	47815
6/17/2017	Timika Poe	Chevy	43121
7/13/2017	Earleen Milam	Ford	35628
7/3/2017	Rudolf Eason	Honda	38431
7/29/2017	Quentin Johns	Honda	20132
11/4/2017	Earleen Milam	Honda	33955
4/23/2017	Julianna Kunz	Chevy	34219
12/2/2017	Julianna Kunz	Ford	52353
6/3/2017	Cami Goodson	Toyota	19292
3/29/2017	Rudolf Eason	Chevy	29298
8/14/2017	Kurtis Osorio	Honda	27054
6/24/2017	Timika Poe	Toyota	18424
4/30/2017	Rudolf Eason	Toyota	25049
12/15/2017	Cami Goodson	Honda	34442
3/9/2017	Hyman Irish	Chevy	37914
4/2/2017	Hyman Irish	Ford	56592
4/6/2017	Towanda Pemberton	Chevy	35974
3/24/2017	Louetta Maloney	Toyota	26537
5/7/2017	Julianna Kunz	Toyota	33560
1/28/2017	Towanda Pemberton	Ford	26137
10/30/2017	Evelynn Mckee	Ford	19684
6/13/2017	Timika Poe	Toyota	29323
6/16/2017	Kurtis Osorio	Toyota	27708
11/11/2017	Earleen Milam	Ford	46735
6/5/2017	Ernie Pettigrew	Ford	37868
7/13/2017	Timika Poe	Toyota	24284
8/9/2017	Timika Poe	Chevy	26739
5/19/2017	Julianna Kunz	Honda	33218
3/24/2017	Rudolf Eason	Honda	32401
9/18/2017	Towanda Pemberton	Honda	17287
6/15/2017	Towanda Pemberton	Toyota	17446
12/27/2017	Earleen Milam	Ford	48268
10/19/2017	Yulanda Mireles	Toyota	19133
8/2/2017	Zona Otis	Toyota	27125
9/21/2017	Cami Goodson	Ford	38455
11/22/2017	Cami Goodson	Ford	44731
4/5/2017	Quentin Johns	Ford	61871
12/28/2017	Timika Poe	Honda	28725
10/31/2017	Rudolf Eason	Ford	63307
5/31/2017	Zona Otis	Toyota	18976
3/22/2017	Kurtis Osorio	Toyota	34528
9/20/2017	Ernie Pettigrew	Chevy	50547
4/17/2017	Louetta Maloney	Toyota	33600
1/19/2017	Towanda Pemberton	Toyota	19316
12/25/2017	Towanda Pemberton	Toyota	17280
11/7/2017	Louetta Maloney	Toyota	20734
5/6/2017	Yulanda Mireles	Toyota	17470
8/1/2017	Julianna Kunz	Honda	35600
8/19/2017	Earleen Milam	Ford	26510
8/17/2017	Kurtis Osorio	Toyota	18717
9/30/2017	Cami Goodson	Ford	49979
7/25/2017	Louetta Maloney	Toyota	27093
9/11/2017	Timika Poe	Ford	16681
3/30/2017	Earleen Milam	Chevy	22240
3/15/2017	Zona Otis	Ford	49747
5/16/2017	Earleen Milam	Toyota	21087
11/11/2017	Evelynn Mckee	Toyota	32163
4/5/2017	Timika Poe	Chevy	32722
3/1/2017	Earleen Milam	Ford	49597
5/28/2017	Julianna Kunz	Chevy	33827
12/20/2017	Adelina Oglesby	Ford	23771
5/6/2017	Louetta Maloney	Honda	29347
9/9/2017	Ernie Pettigrew	Honda	20437
7/9/2017	Quentin Johns	Toyota	25564
4/8/2017	Hyman Irish	Honda	34631
9/20/2017	Quentin Johns	Toyota	29359
4/7/2017	Quentin Johns	Ford	55987
4/28/2017	Zona Otis	Ford	30262
3/18/2017	Hyman Irish	Chevy	34777
12/14/2017	Cami Goodson	Toyota	20957
12/25/2017	Kurtis Osorio	Toyota	34058
9/17/2017	Julianna Kunz	Toyota	25513
10/31/2017	Julianna Kunz	Chevy	38478
7/22/2017	Zona Otis	Ford	59776
10/13/2017	Rudolf Eason	Ford	43744
7/16/2017	Towanda Pemberton	Chevy	43861
8/15/2017	Timika Poe	Toyota	22738
7/22/2017	Hyman Irish	Ford	53702
6/3/2017	Adelina Oglesby	Chevy	21359
7/5/2017	Earleen Milam	Chevy	17797
6/2/2017	Ernie Pettigrew	Chevy	25379
7/3/2017	Zona Otis	Honda	38646
1/12/2017	Earleen Milam	Chevy	33628
11/4/2017	Louetta Maloney	Ford	28885
5/27/2017	Yulanda Mireles	Chevy	43726
5/23/2017	Earleen Milam	Toyota	24252
9/24/2017	Yulanda Mireles	Honda	22280
6/9/2017	Cami Goodson	Honda	14069
2/4/2017	Zona Otis	Chevy	46081
2/8/2017	Louetta Maloney	Toyota	25772
2/20/2017	Towanda Pemberton	Ford	57588
10/8/2017	Towanda Pemberton	Honda	32552
6/26/2017	Evelynn Mckee	Chevy	53865
4/15/2017	Timika Poe	Honda	14190
2/17/2017	Rudolf Eason	Honda	22719
2/14/2017	Timika Poe	Ford	43281
1/16/2017	Adelina Oglesby	Ford	57530
11/22/2017	Julianna Kunz	Toyota	23623
9/3/2017	Kurtis Osorio	Ford	19957
1/17/2017	Hyman Irish	Honda	24692
10/12/2017	Kurtis Osorio	Ford	23957
2/26/2017	Timika Poe	Chevy	36153
11/28/2017	Cami Goodson	Honda	27071
2/2/2017	Adelina Oglesby	Honda	25252
12/21/2017	Evelynn Mckee	Honda	17927
1/8/2017	Yulanda Mireles	Ford	60613
2/26/2017	Cami Goodson	Chevy	27305
12/20/2017	Towanda Pemberton	Honda	33385
7/12/2017	Zona Otis	Ford	45154
12/29/2017	Cami Goodson	Honda	14809
12/7/2017	Yulanda Mireles	Toyota	20898
11/13/2017	Ernie Pettigrew	Ford	56145
11/10/2017	Ernie Pettigrew	Honda	28485
7/9/2017	Earleen Milam	Ford	33667
7/18/2017	Kurtis Osorio	Ford	15672
8/2/2017	Towanda Pemberton	Ford	59959
3/7/2017	Louetta Maloney	Toyota	22226
2/7/2017	Zona Otis	Honda	23048
10/19/2017	Hyman Irish	Ford	42970
4/4/2017	Earleen Milam	Toyota	25154
7/2/2017	Kurtis Osorio	Chevy	54281
6/30/2017	Julianna Kunz	Ford	39255
4/2/2017	Cami Goodson	Ford	33501
3/8/2017	Rudolf Eason	Honda	28543
6/3/2017	Adelina Oglesby	Toyota	34643
1/13/2017	Cami Goodson	Ford	44782
2/15/2017	Cami Goodson	Toyota	31265
12/3/2017	Louetta Maloney	Toyota	28246
9/7/2017	Adelina Oglesby	Chevy	34773
1/15/2017	Louetta Maloney	Chevy	26388
6/12/2017	Towanda Pemberton	Honda	25018
8/17/2017	Earleen Milam	Toyota	25113
4/4/2017	Yulanda Mireles	Honda	32026
1/5/2017	Yulanda Mireles	Ford	61096
6/27/2017	Towanda Pemberton	Ford	46833
12/31/2017	Yulanda Mireles	Honda	15647
3/22/2017	Julianna Kunz	Ford	45900
2/15/2017	Julianna Kunz	Honda	37270
7/26/2017	Rudolf Eason	Toyota	25120
11/8/2017	Louetta Maloney	Chevy	30862
7/26/2017	Evelynn Mckee	Toyota	17390
11/4/2017	Cami Goodson	Ford	15415
10/26/2017	Zona Otis	Honda	36029
7/23/2017	Cami Goodson	Ford	52605
3/23/2017	Quentin Johns	Toyota	33259
2/5/2017	Zona Otis	Honda	27300
5/11/2017	Louetta Maloney	Chevy	49532
9/24/2017	Julianna Kunz	Ford	30969
10/23/2017	Julianna Kunz	Toyota	32702
5/21/2017	Hyman Irish	Honda	38613
2/7/2017	Julianna Kunz	Toyota	19466
2/14/2017	Louetta Maloney	Chevy	49112
1/20/2017	Kurtis Osorio	Ford	25850
4/7/2017	Earleen Milam	Toyota	27754
1/22/2017	Evelynn Mckee	Ford	22900
1/28/2017	Quentin Johns	Honda	20058
12/11/2017	Hyman Irish	Toyota	18029
8/13/2017	Towanda Pemberton	Toyota	29669
8/18/2017	Cami Goodson	Chevy	22544
11/3/2017	Kurtis Osorio	Honda	23024
9/24/2017	Julianna Kunz	Honda	26267
6/20/2017	Quentin Johns	Ford	58832
12/20/2017	Rudolf Eason	Toyota	25022
12/2/2017	Adelina Oglesby	Chevy	29067
11/29/2017	Louetta Maloney	Chevy	34921
12/1/2017	Julianna Kunz	Honda	17382
4/6/2017	Timika Poe	Honda	18629
10/1/2017	Rudolf Eason	Honda	21136
7/30/2017	Louetta Maloney	Chevy	37222
7/2/2017	Adelina Oglesby	Chevy	37309
7/24/2017	Earleen Milam	Chevy	39710
4/19/2017	Rudolf Eason	Ford	49198
11/2/2017	Earleen Milam	Chevy	23864
8/31/2017	Zona Otis	Ford	63470
11/15/2017	Earleen Milam	Toyota	33442
5/30/2017	Kurtis Osorio	Ford	51032
5/1/2017	Earleen Milam	Ford	64050
5/18/2017	Yulanda Mireles	Ford	36047
2/28/2017	Louetta Maloney	Chevy	39149
1/28/2017	Evelynn Mckee	Toyota	18280
9/6/2017	Yulanda Mireles	Honda	32066
6/26/2017	Rudolf Eason	Chevy	25583
9/13/2017	Cami Goodson	Toyota	21010
12/25/2017	Hyman Irish	Chevy	45285
10/29/2017	Earleen Milam	Honda	31886
6/4/2017	Hyman Irish	Chevy	33359
1/18/2017	Kurtis Osorio	Chevy	54019
8/8/2017	Rudolf Eason	Chevy	29621
4/16/2017	Earleen Milam	Chevy	20972
12/28/2017	Towanda Pemberton	Chevy	35253
12/20/2017	Timika Poe	Chevy	37820
8/29/2017	Rudolf Eason	Honda	31521
12/25/2017	Zona Otis	Honda	30831
7/23/2017	Ernie Pettigrew	Toyota	27175
11/11/2017	Yulanda Mireles	Ford	61186
11/29/2017	Ernie Pettigrew	Honda	27937
3/10/2017	Louetta Maloney	Toyota	21643
12/14/2017	Yulanda Mireles	Ford	38889
5/31/2017	Timika Poe	Ford	45769
4/17/2017	Julianna Kunz	Honda	20758
1/17/2017	Kurtis Osorio	Toyota	30310
1/24/2017	Towanda Pemberton	Toyota	17569
6/25/2017	Yulanda Mireles	Ford	61807
1/2/2017	Louetta Maloney	Ford	19491
7/4/2017	Kurtis Osorio	Honda	20418
7/3/2017	Yulanda Mireles	Honda	14061
1/13/2017	Julianna Kunz	Toyota	16934
3/19/2017	Cami Goodson	Honda	38020
2/5/2017	Julianna Kunz	Chevy	24983
12/27/2017	Quentin Johns	Toyota	34693
6/28/2017	Yulanda Mireles	Chevy	32764
4/13/2017	Hyman Irish	Toyota	33508
11/9/2017	Ernie Pettigrew	Ford	60407
6/3/2017	Hyman Irish	Honda	15207
1/23/2017	Rudolf Eason	Ford	52389
10/16/2017	Rudolf Eason	Ford	21547
3/19/2017	Zona Otis	Chevy	48826
1/20/2017	Zona Otis	Toyota	16839
7/12/2017	Hyman Irish	Honda	37803
4/23/2017	Towanda Pemberton	Chevy	34067
5/20/2017	Ernie Pettigrew	Chevy	33122
7/8/2017	Quentin Johns	Toyota	31893
1/19/2017	Kurtis Osorio	Honda	14727
6/4/2017	Adelina Oglesby	Toyota	23679
7/7/2017	Louetta Maloney	Ford	17650
2/21/2017	Kurtis Osorio	Chevy	52991
11/20/2017	Rudolf Eason	Ford	38837
12/24/2017	Louetta Maloney	Toyota	19758
12/27/2017	Evelynn Mckee	Toyota	30768
7/17/2017	Ernie Pettigrew	Chevy	33784
6/18/2017	Evelynn Mckee	Ford	18281
11/25/2017	Rudolf Eason	Honda	22370
3/5/2017	Cami Goodson	Ford	17765
1/31/2017	Yulanda Mireles	Toyota	25435
11/17/2017	Yulanda Mireles	Ford	15221
9/8/2017	Rudolf Eason	Honda	36842
5/13/2017	Ernie Pettigrew	Honda	33415
3/30/2017	Kurtis Osorio	Chevy	20918
3/22/2017	Quentin Johns	Chevy	34037
2/14/2017	Cami Goodson	Toyota	32908
9/3/2017	Hyman Irish	Chevy	29313
4/7/2017	Louetta Maloney	Chevy	35146
11/26/2017	Quentin Johns	Ford	45438
8/24/2017	Towanda Pemberton	Honda	19234
12/28/2017	Ernie Pettigrew	Honda	17229
9/24/2017	Towanda Pemberton	Honda	19676
9/22/2017	Julianna Kunz	Toyota	16187
5/22/2017	Adelina Oglesby	Ford	55577
6/23/2017	Quentin Johns	Ford	17123
12/7/2017	Cami Goodson	Honda	27787
8/7/2017	Cami Goodson	Toyota	21769
8/18/2017	Adelina Oglesby	Ford	22556
12/30/2017	Kurtis Osorio	Honda	29615
7/1/2017	Julianna Kunz	Chevy	16711
4/26/2017	Kurtis Osorio	Chevy	28850
5/16/2017	Earleen Milam	Toyota	34604
11/27/2017	Rudolf Eason	Toyota	30273
8/16/2017	Zona Otis	Ford	31684
12/5/2017	Zona Otis	Ford	42748
2/6/2017	Hyman Irish	Ford	18586
6/13/2017	Earleen Milam	Chevy	54665
3/2/2017	Quentin Johns	Chevy	49100
3/13/2017	Ernie Pettigrew	Chevy	36207
10/16/2017	Evelynn Mckee	Ford	24756
1/19/2017	Evelynn Mckee	Chevy	39720
1/14/2017	Kurtis Osorio	Chevy	37276
7/5/2017	Towanda Pemberton	Ford	42914
5/6/2017	Louetta Maloney	Honda	26009
5/24/2017	Adelina Oglesby	Ford	49314
1/4/2017	Zona Otis	Ford	28004
9/28/2017	Zona Otis	Honda	36724
5/22/2017	Towanda Pemberton	Honda	38528
10/23/2017	Ernie Pettigrew	Chevy	19439
9/8/2017	Adelina Oglesby	Chevy	52670
11/15/2017	Zona Otis	Ford	57149
12/19/2017	Yulanda Mireles	Ford	49582
10/10/2017	Cami Goodson	Ford	32770
4/10/2017	Cami Goodson	Ford	40447
6/13/2017	Ernie Pettigrew	Ford	44164
11/20/2017	Cami Goodson	Chevy	38871
10/19/2017	Towanda Pemberton	Ford	53256
6/22/2017	Cami Goodson	Chevy	36024
5/20/2017	Towanda Pemberton	Chevy	25341
2/9/2017	Timika Poe	Honda	31774
6/19/2017	Quentin Johns	Honda	18404
6/18/2017	Quentin Johns	Ford	19518
7/6/2017	Ernie Pettigrew	Toyota	31362
3/17/2017	Julianna Kunz	Toyota	27661
9/12/2017	Rudolf Eason	Toyota	17837
9/21/2017	Ernie Pettigrew	Toyota	28394
4/8/2017	Julianna Kunz	Honda	24613
5/20/2017	Timika Poe	Chevy	52205
2/10/2017	Yulanda Mireles	Toyota	33481
5/5/2017	Hyman Irish	Chevy	23074
5/9/2017	Earleen Milam	Chevy	49997
2/1/2017	Towanda Pemberton	Chevy	35376
2/6/2017	Kurtis Osorio	Honda	17212
12/28/2017	Timika Poe	Toyota	24799
3/10/2017	Rudolf Eason	Toyota	16567
7/13/2017	Yulanda Mireles	Chevy	41867
4/1/2017	Ernie Pettigrew	Honda	29755
4/2/2017	Rudolf Eason	Ford	34066
10/29/2017	Adelina Oglesby	Honda	30070
2/5/2017	Julianna Kunz	Chevy	44858
9/19/2017	Timika Poe	Ford	20995
1/12/2017	Yulanda Mireles	Chevy	32586
12/24/2017	Ernie Pettigrew	Honda	35864
5/8/2017	Ernie Pettigrew	Chevy	37605
9/9/2017	Yulanda Mireles	Ford	56134
8/25/2017	Earleen Milam	Chevy	30841
11/2/2017	Louetta Maloney	Toyota	34911
12/27/2017	Rudolf Eason	Ford	26726
4/22/2017	Julianna Kunz	Chevy	27412
6/19/2017	Cami Goodson	Toyota	31949
4/19/2017	Zona Otis	Chevy	19966
10/26/2017	Cami Goodson	Toyota	21098
1/27/2017	Kurtis Osorio	Ford	36716
7/15/2017	Hyman Irish	Ford	63118
4/27/2017	Hyman Irish	Ford	19270
5/30/2017	Louetta Maloney	Honda	27122
11/8/2017	Timika Poe	Honda	31906
6/11/2017	Rudolf Eason	Chevy	54393
9/24/2017	Cami Goodson	Toyota	26579
2/27/2017	Adelina Oglesby	Ford	61575
11/29/2017	Zona Otis	Honda	28569
3/15/2017	Julianna Kunz	Ford	53553
9/11/2017	Julianna Kunz	Honda	26188
2/26/2017	Quentin Johns	Toyota	27178
4/21/2017	Quentin Johns	Ford	46744
4/15/2017	Earleen Milam	Ford	37941
12/10/2017	Hyman Irish	Honda	21032
2/9/2017	Cami Goodson	Chevy	29955
3/26/2017	Earleen Milam	Ford	60875
3/18/2017	Louetta Maloney	Chevy	47698
9/13/2017	Zona Otis	Chevy	30801
9/4/2017	Rudolf Eason	Honda	17399
8/10/2017	Quentin Johns	Ford	46283
8/10/2017	Julianna Kunz	Toyota	31851
9/14/2017	Louetta Maloney	Honda	20287
12/9/2017	Zona Otis	Honda	38532
8/19/2017	Kurtis Osorio	Honda	20898
5/19/2017	Zona Otis	Chevy	42138
8/12/2017	Yulanda Mireles	Chevy	27424
4/29/2017	Timika Poe	Ford	17768
7/22/2017	Julianna Kunz	Chevy	43372
9/18/2017	Kurtis Osorio	Ford	17220
7/28/2017	Timika Poe	Chevy	22501
9/10/2017	Ernie Pettigrew	Honda	31425
2/27/2017	Earleen Milam	Honda	24941
6/8/2017	Evelynn Mckee	Honda	25670
10/28/2017	Zona Otis	Chevy	42098
7/22/2017	Quentin Johns	Chevy	34265
6/23/2017	Ernie Pettigrew	Ford	48237
9/4/2017	Earleen Milam	Toyota	25728
8/7/2017	Hyman Irish	Chevy	25773
4/5/2017	Kurtis Osorio	Toyota	26550
6/27/2017	Hyman Irish	Ford	17869
2/24/2017	Evelynn Mckee	Ford	21587
3/9/2017	Kurtis Osorio	Honda	17523
10/31/2017	Julianna Kunz	Ford	17909
10/29/2017	Zona Otis	Honda	22679
11/26/2017	Kurtis Osorio	Ford	33884
1/1/2017	Yulanda Mireles	Toyota	28667
11/24/2017	Evelynn Mckee	Chevy	21922
11/24/2017	Towanda Pemberton	Ford	53853
9/28/2017	Towanda Pemberton	Toyota	24934
11/21/2017	Hyman Irish	Chevy	37494
11/17/2017	Adelina Oglesby	Honda	36430
4/9/2017	Kurtis Osorio	Chevy	41142
8/1/2017	Cami Goodson	Ford	21472
10/10/2017	Ernie Pettigrew	Toyota	17086
11/13/2017	Louetta Maloney	Honda	13830
7/4/2017	Hyman Irish	Chevy	47846
12/13/2017	Ernie Pettigrew	Chevy	52761
12/7/2017	Louetta Maloney	Toyota	29725
3/1/2017	Earleen Milam	Chevy	34949
3/6/2017	Yulanda Mireles	Honda	17994
2/25/2017	Hyman Irish	Honda	17106
2/9/2017	Quentin Johns	Toyota	20726
3/21/2017	Adelina Oglesby	Toyota	19161
1/18/2017	Zona Otis	Chevy	36753
4/26/2017	Julianna Kunz	Chevy	50474
3/15/2017	Ernie Pettigrew	Honda	27891
10/16/2017	Towanda Pemberton	Toyota	18516
6/15/2017	Louetta Maloney	Toyota	19667
10/27/2017	Rudolf Eason	Honda	13557
10/27/2017	Timika Poe	Chevy	39806
4/8/2017	Adelina Oglesby	Chevy	54181
1/6/2017	Kurtis Osorio	Chevy	21525
1/25/2017	Earleen Milam	Toyota	20306
9/21/2017	Quentin Johns	Honda	36903
11/23/2017	Kurtis Osorio	Ford	18743
7/10/2017	Rudolf Eason	Chevy	33683
1/21/2017	Towanda Pemberton	Honda	32480
4/22/2017	Adelina Oglesby	Toyota	32313
12/20/2017	Quentin Johns	Honda	38975
7/14/2017	Louetta Maloney	Ford	42779
5/10/2017	Timika Poe	Ford	15440
1/9/2017	Evelynn Mckee	Ford	53954
9/8/2017	Zona Otis	Toyota	19545
10/13/2017	Rudolf Eason	Ford	44255
3/30/2017	Timika Poe	Chevy	17963
6/13/2017	Quentin Johns	Chevy	49115
4/20/2017	Rudolf Eason	Chevy	46691
9/10/2017	Louetta Maloney	Honda	20301
8/11/2017	Zona Otis	Chevy	19524
4/1/2017	Towanda Pemberton	Honda	34310
9/7/2017	Earleen Milam	Toyota	29909
4/6/2017	Rudolf Eason	Ford	25795
7/10/2017	Adelina Oglesby	Honda	15512
6/26/2017	Yulanda Mireles	Ford	16352
2/14/2017	Yulanda Mireles	Ford	39335
12/17/2017	Kurtis Osorio	Honda	18976
7/24/2017	Towanda Pemberton	Toyota	21568
12/6/2017	Louetta Maloney	Ford	59087
5/7/2017	Rudolf Eason	Chevy	25388
2/23/2017	Earleen Milam	Toyota	17258
4/6/2017	Cami Goodson	Toyota	23530
4/3/2017	Yulanda Mireles	Toyota	23122
3/30/2017	Earleen Milam	Honda	30773
9/3/2017	Evelynn Mckee	Toyota	27459
6/15/2017	Quentin Johns	Ford	16903
12/5/2017	Timika Poe	Honda	15995
5/5/2017	Ernie Pettigrew	Honda	35604
1/15/2017	Towanda Pemberton	Toyota	30186
4/8/2017	Zona Otis	Ford	37941
5/9/2017	Evelynn Mckee	Toyota	31491
12/14/2017	Quentin Johns	Ford	64075
2/16/2017	Earleen Milam	Toyota	20445
8/1/2017	Adelina Oglesby	Ford	23596
1/7/2017	Ernie Pettigrew	Honda	21859
1/22/2017	Cami Goodson	Chevy	33155
8/14/2017	Kurtis Osorio	Chevy	43287
7/26/2017	Evelynn Mckee	Ford	14585
10/21/2017	Timika Poe	Honda	30911
2/6/2017	Hyman Irish	Toyota	20101
6/12/2017	Julianna Kunz	Chevy	35327
5/15/2017	Adelina Oglesby	Ford	33626
12/10/2017	Rudolf Eason	Ford	51696
6/24/2017	Yulanda Mireles	Honda	23071
5/15/2017	Timika Poe	Honda	38619
3/19/2017	Rudolf Eason	Honda	15603
5/10/2017	Earleen Milam	Chevy	43020
1/11/2017	Cami Goodson	Toyota	24391
7/8/2017	Adelina Oglesby	Honda	18665
5/19/2017	Adelina Oglesby	Toyota	30357
3/21/2017	Quentin Johns	Honda	17092
3/6/2017	Louetta Maloney	Toyota	29847
2/23/2017	Louetta Maloney	Toyota	20418
10/22/2017	Zona Otis	Ford	30521
3/7/2017	Timika Poe	Chevy	38525
10/23/2017	Towanda Pemberton	Honda	23291
7/22/2017	Julianna Kunz	Ford	22387
11/30/2017	Yulanda Mireles	Toyota	22347
6/7/2017	Evelynn Mckee	Toyota	25646
3/17/2017	Rudolf Eason	Chevy	45168
2/9/2017	Towanda Pemberton	Toyota	29485
11/16/2017	Evelynn Mckee	Chevy	24824
2/15/2017	Julianna Kunz	Ford	61997
10/5/2017	Hyman Irish	Ford	27320
11/6/2017	Louetta Maloney	Chevy	17872
8/15/2017	Rudolf Eason	Ford	45345
12/18/2017	Kurtis Osorio	Honda	38521
1/17/2017	Towanda Pemberton	Honda	29435
12/12/2017	Ernie Pettigrew	Chevy	52851
10/19/2017	Kurtis Osorio	Chevy	43100
1/21/2017	Hyman Irish	Chevy	42351
3/8/2017	Cami Goodson	Chevy	40376
4/24/2017	Hyman Irish	Chevy	23823
5/16/2017	Hyman Irish	Toyota	32301
11/23/2017	Zona Otis	Toyota	33404
3/12/2017	Quentin Johns	Toyota	30623
9/9/2017	Cami Goodson	Honda	18822
3/2/2017	Ernie Pettigrew	Ford	28308
8/18/2017	Towanda Pemberton	Ford	51373
3/16/2017	Earleen Milam	Toyota	27227
11/13/2017	Louetta Maloney	Chevy	22911
2/13/2017	Louetta Maloney	Ford	35191
11/14/2017	Julianna Kunz	Chevy	37911
3/31/2017	Yulanda Mireles	Ford	14338
8/10/2017	Quentin Johns	Honda	15818
6/27/2017	Kurtis Osorio	Toyota	26661
2/19/2017	Ernie Pettigrew	Toyota	19654
8/3/2017	Cami Goodson	Honda	17440
2/15/2017	Zona Otis	Ford	37806
8/14/2017	Earleen Milam	Ford	49939
8/13/2017	Evelynn Mckee	Honda	20899
3/8/2017	Quentin Johns	Toyota	21499
4/30/2017	Louetta Maloney	Ford	57134
2/7/2017	Earleen Milam	Toyota	18957
12/10/2017	Julianna Kunz	Chevy	43370
10/25/2017	Cami Goodson	Toyota	30422
2/23/2017	Adelina Oglesby	Toyota	23950
11/15/2017	Yulanda Mireles	Ford	63531
7/2/2017	Quentin Johns	Honda	29060
12/4/2017	Kurtis Osorio	Chevy	36148
